ticktime,drl,pss,agg,vol_ratio
10:02:18.000,0.0,0.0,1.0,1.791502031286623
10:02:48.500,0.0,0.0,2.0,1.679926682964574
10:02:54.000,0.0,0.0,1.0,1.6068381208190914
10:03:38.500,0.0,0.0,1.0,1.2375080302346564
10:04:47.500,0.0,0.0,1.0,0.9476026968555696
10:04:55.500,0.0,0.0,1.0,0.9309210799195567
10:05:09.000,0.0,0.0,3.0,0.9618406935049156
10:06:48.500,0.0,0.0,1.0,0.812315408658522
10:07:49.000,0.0,0.0,1.0,0.6551220743569205
10:08:49.000,0.0,0.0,1.0,0.544170962335708
10:11:52.000,0.0,0.0,1.0,0.5532514060858692
10:13:51.000,0.0,0.0,1.0,0.4747215081405312
10:14:56.000,0.0,0.0,1.0,0.4340322084029422
10:56:51.500,9.0,6.0,1.0,1.1897676869236262
11:01:57.500,0.0,0.0,1.0,1.0639603577253265
11:24:20.000,0.0,0.0,1.0,0.5256183887284455
11:25:20.500,0.0,0.0,1.0,0.5560744937461313
11:26:21.000,0.0,0.0,1.0,0.5688966195811652
11:27:01.000,0.0,0.0,1.0,0.57767384302655
13:30:04.000,0.0,0.0,2.0,1.0020313500423772
14:16:37.500,4.0,0.0,1.0,2.6323952103414867
14:35:48.000,0.0,0.0,1.0,0.4678102858699962
14:44:06.500,0.0,0.0,1.0,0.3886186947674172
14:46:52.500,0.0,0.0,1.0,0.8905646547851459
14:02:07.500,0.0,0.0,1.0,0.7488047182341657
22:07:11.500,0.0,0.0,1.0,1.519205950072547
22:07:40.500,0.0,0.0,1.0,1.4516631589112547
09:12:14.500,0.0,0.0,1.0,1.1131056137339608
10:00:18.500,0.0,0.0,1.0,1.3406257482067392
10:12:14.000,0.0,0.0,1.0,0.673145183343846
11:04:17.500,0.0,0.0,1.0,0.6300729715061502
21:42:40.500,5.0,0.0,1.0,0.4297158700962948
21:46:00.000,0.0,0.0,1.0,0.497021952146138
21:47:15.000,0.0,0.0,1.0,0.4834923528801065
21:48:48.000,9.0,8.0,1.0,0.4170225174939998
21:51:37.500,0.0,0.0,1.0,2.03288585753178
21:53:45.000,0.0,0.0,1.0,0.7540463008538525
21:53:46.000,5.0,0.0,1.0,0.7581894215541375
21:54:00.000,5.0,0.0,1.0,0.780280602669899
21:55:47.000,0.0,0.0,1.0,1.4871400835569577
21:56:17.000,0.0,0.0,1.0,1.464153251000359
21:57:19.000,0.0,0.0,1.0,1.485037576608109
21:58:24.500,0.0,0.0,1.0,0.9682789961266628
21:59:27.500,0.0,0.0,1.0,0.7438131679188121
21:59:45.000,0.0,0.0,1.0,0.7355075043733426
21:59:46.000,0.0,0.0,1.0,0.7379571214574548
22:01:42.500,0.0,0.0,1.0,0.7526826815093629
22:25:43.500,0.0,0.0,1.0,1.9128006594666929
22:32:11.000,0.0,0.0,1.0,1.1613866624799878
22:33:11.000,0.0,0.0,1.0,0.9496181797352518
22:33:45.000,0.0,0.0,1.0,0.9709444912079572
22:34:11.500,0.0,0.0,1.0,0.9555583400406038
09:06:46.500,0.0,0.0,1.0,2.259851691810789
09:43:29.500,0.0,0.0,1.0,0.790360049427424
09:47:15.000,6.0,7.0,1.0,1.2820977143822885
10:36:06.500,0.0,0.0,1.0,1.4788403938472772
10:37:45.500,0.0,0.0,1.0,1.5004610600030448
10:38:46.000,0.0,0.0,1.0,1.5503882619750533
10:41:45.000,0.0,0.0,1.0,1.6290179624172885
10:41:45.500,0.0,0.0,1.0,1.6298230918832368
10:44:46.000,0.0,0.0,1.0,0.5461907406068035
10:47:45.000,0.0,0.0,1.0,0.6246165977208543
10:47:45.500,0.0,0.0,1.0,0.6163685725349725
10:47:51.000,0.0,0.0,1.0,0.6231908815962012
10:47:57.000,0.0,0.0,1.0,0.6233883316321455
10:48:14.000,0.0,0.0,1.0,0.5927781715920122
10:49:14.000,0.0,0.0,1.0,0.5438232459287462
10:49:44.000,0.0,0.0,1.0,0.5034234612709236
10:50:14.000,0.0,0.0,1.0,0.5223173595146362
13:50:04.500,0.0,0.0,1.0,0.805813069985775
13:54:43.000,0.0,0.0,1.0,1.1592126328753285
13:56:01.000,7.0,0.0,1.0,1.5900918547651932
13:59:48.500,0.0,0.0,1.0,0.6275743639570897
14:32:58.500,0.0,0.0,1.0,2.771071966576025
22:42:22.000,0.0,0.0,1.0,0.9880603958521712
09:06:45.500,0.0,0.0,1.0,1.8124350100700624
09:06:56.000,0.0,0.0,1.0,1.7900611971106504
09:07:45.500,0.0,0.0,1.0,1.5048430809065172
09:07:46.000,0.0,0.0,1.0,1.5139130984609166
09:07:47.500,0.0,0.0,1.0,1.523823592563287
09:07:51.500,0.0,0.0,1.0,1.5407634036925095
09:08:16.500,0.0,0.0,1.0,1.465898628630716
09:08:41.500,1.0,0.0,1.0,1.3734965027756905
09:08:43.000,1.0,0.0,1.0,1.3780449810907538
09:08:45.500,0.0,0.0,1.0,1.3728212556793566
09:08:46.000,0.0,0.0,1.0,1.37645763408907
09:09:01.500,1.0,0.0,1.0,1.3025147742968843
09:09:21.500,0.0,0.0,1.0,1.357621968674261
09:10:42.500,0.0,0.0,1.0,1.4296297015565815
09:10:45.500,1.0,0.0,1.0,1.4430782656147287
09:11:17.500,0.0,0.0,1.0,1.303492982753688
09:15:45.000,6.0,6.0,2.0,1.5786880373479475
09:15:46.000,6.0,6.0,1.0,1.571543604090808
09:15:48.000,0.0,0.0,1.0,1.5753241118577814
09:16:34.000,0.0,0.0,1.0,1.320710029491463
09:17:47.000,0.0,0.0,1.0,1.3266080931620885
09:17:48.500,0.0,0.0,2.0,1.3353740864885906
09:18:14.000,0.0,0.0,1.0,1.2822708961652494
09:18:34.000,0.0,0.0,1.0,1.2599988747462028
09:18:59.000,0.0,0.0,1.0,1.220376419171152
09:19:29.500,0.0,0.0,1.0,0.8909498815916621
09:19:46.500,0.0,0.0,1.0,0.7486230188171046
09:20:29.500,0.0,0.0,1.0,0.5237659994991379
09:21:45.500,0.0,0.0,1.0,0.419203637036465
09:27:45.500,0.0,0.0,1.0,0.3481233622514712
10:02:47.000,0.0,0.0,1.0,1.3529777952532418
10:03:45.000,0.0,0.0,1.0,0.9450916118036196
10:03:46.000,0.0,0.0,1.0,0.9425587853868928
10:03:46.500,0.0,0.0,1.0,0.9446018310198058
10:03:47.000,0.0,0.0,1.0,0.9512801455121548
10:05:45.500,0.0,0.0,1.0,0.8286199551737143
10:05:46.000,0.0,0.0,1.0,0.8285290787024795
10:05:54.000,0.0,0.0,1.0,0.8432324811674253
10:06:23.000,0.0,0.0,1.0,0.9366667949410532
10:07:14.500,0.0,0.0,1.0,0.9396202906197416
10:07:42.500,0.0,0.0,1.0,0.8381254033016625
10:09:43.500,0.0,0.0,1.0,0.3736244850376701
10:10:09.500,0.0,0.0,1.0,0.3877998737834556
10:10:55.000,0.0,0.0,1.0,0.4015481345694548
10:11:45.000,0.0,0.0,1.0,0.3892162653767412
10:11:45.500,0.0,0.0,1.0,0.3891702450393304
10:11:46.000,0.0,0.0,1.0,0.393092590962617
10:12:10.500,0.0,0.0,1.0,0.4343877511685309
10:12:35.500,0.0,0.0,1.0,0.4536059860440571
10:13:55.500,0.0,0.0,1.0,0.4052667548776073
10:14:41.000,0.0,0.0,1.0,0.4109389928756429
10:56:46.000,0.0,0.0,1.0,0.7809328837093414
10:58:46.000,6.0,12.0,1.0,0.5737073810528013
10:59:11.000,4.0,0.0,1.0,0.6348564731940104
10:59:14.000,0.0,0.0,1.0,0.6800844780467066
11:00:14.000,0.0,0.0,1.0,2.613432145835506
11:01:09.500,0.0,0.0,1.0,2.950880676869717
11:01:42.500,0.0,0.0,1.0,3.0765152786706653
11:03:25.000,1.0,0.0,1.0,1.2850465110004683
11:05:45.000,0.0,0.0,1.0,1.7208313413605678
11:05:45.500,0.0,0.0,1.0,1.713107783565203
11:06:02.500,0.0,0.0,1.0,1.910820448015525
11:07:58.500,3.0,0.0,1.0,1.7364209850008667
11:08:32.500,0.0,0.0,1.0,2.178662265411104
11:17:52.500,0.0,0.0,1.0,0.94330724983158
11:20:21.500,1.0,6.0,1.0,1.2049510965481134
11:21:10.500,2.0,9.0,1.0,0.7114436117715202
13:30:02.000,0.0,0.0,1.0,0.6584502520657511
13:30:02.000,0.0,0.0,1.0,0.6584502520657511
13:30:02.000,0.0,0.0,1.0,0.6584502520657511
13:30:02.000,0.0,0.0,1.0,0.6584502520657511
13:30:02.000,-1.0,-1.0,-1.0,0.6584502520657511
13:45:18.000,0.0,0.0,1.0,0.8907825849849331
14:18:53.500,0.0,0.0,1.0,1.0140563693983409
14:58:30.500,2.0,2.0,1.0,1.8830781174505025
14:58:51.500,0.0,0.0,1.0,1.9209309930800995
21:01:31.500,12.0,13.0,1.0,4.906233063870897
21:03:01.500,0.0,0.0,2.0,4.878356415351999
21:04:27.000,0.0,0.0,1.0,2.39435423283885
21:05:22.000,0.0,0.0,1.0,2.150109967641362
21:05:45.500,0.0,0.0,1.0,2.1313789642925207
21:05:57.500,0.0,0.0,1.0,2.001654508098662
21:05:59.000,0.0,0.0,1.0,1.9805936589829607
21:06:32.000,0.0,0.0,1.0,1.8263562398207305
21:07:07.500,0.0,0.0,1.0,1.6947576938798397
21:07:42.500,12.0,12.0,1.0,1.6368086154353212
21:07:45.500,13.0,12.0,1.0,1.6403554090726578
21:07:47.000,0.0,0.0,1.0,1.6557036956273878
21:07:54.500,0.0,0.0,1.0,1.6612696544132834
21:08:04.500,0.0,0.0,1.0,1.2745742572144965
21:08:13.000,0.0,0.0,1.0,1.1991234803156792
21:08:43.000,0.0,0.0,1.0,1.062421005784773
21:08:46.500,0.0,0.0,1.0,1.0739917559503422
21:08:46.500,0.0,0.0,1.0,1.0739917559503422
21:09:03.000,0.0,0.0,1.0,1.1660730701565676
21:09:23.000,0.0,0.0,1.0,1.1360481708655197
21:09:23.500,0.0,0.0,1.0,1.138781784198253
21:09:43.000,3.0,0.0,1.0,1.1287478169699323
21:10:03.500,0.0,0.0,1.0,1.117643758941813
21:10:23.500,0.0,0.0,1.0,1.258834950478931
21:10:43.500,0.0,0.0,1.0,1.2680572619528372
21:10:48.000,0.0,0.0,1.0,1.3713559198116656
21:11:23.500,0.0,0.0,1.0,1.628548940221493
21:13:46.500,0.0,0.0,1.0,1.3584621503163845
21:15:49.500,0.0,0.0,1.0,0.8114703159556311
21:16:24.500,0.0,0.0,1.0,0.7676061836475084
21:17:45.000,0.0,0.0,1.0,0.638328788438661
21:18:15.000,0.0,0.0,1.0,0.5536318274858785
21:19:15.000,0.0,0.0,1.0,0.5723422126563773
21:20:15.500,0.0,0.0,1.0,0.6016333316618578
21:20:57.000,0.0,0.0,1.0,0.627017779509365
21:21:46.000,0.0,0.0,1.0,0.6090997323245226
21:22:21.000,0.0,0.0,1.0,0.3985417501583649
21:22:55.000,0.0,0.0,1.0,0.3916172606260492
21:23:32.500,0.0,0.0,1.0,0.3591753875077081
21:56:21.000,5.0,4.0,1.0,0.662628183528474
21:57:26.000,0.0,0.0,1.0,1.1077065372723045
21:58:53.000,0.0,0.0,1.0,1.6693143857850636
22:00:03.500,0.0,0.0,1.0,2.1868556344340697
22:02:18.500,0.0,0.0,1.0,1.9422239664703915
22:02:54.000,0.0,0.0,1.0,1.861475718105964
22:05:59.000,0.0,0.0,1.0,0.7225253720025688
22:07:39.500,0.0,0.0,1.0,0.781167216547183
22:07:55.500,0.0,0.0,1.0,0.7403792545182788
22:08:58.500,0.0,0.0,1.0,0.6987457944259434
22:14:26.000,0.0,0.0,1.0,2.855102479620804
22:15:26.000,0.0,0.0,1.0,1.50292730880678
22:16:26.000,0.0,0.0,1.0,1.2111448015177015
22:16:56.000,0.0,0.0,1.0,1.1742674367193768
22:17:47.000,0.0,0.0,1.0,1.1628729088502248
22:18:22.000,0.0,0.0,1.0,0.905479662288175
22:19:26.500,0.0,0.0,1.0,0.7841893257076169
22:20:50.000,0.0,0.0,1.0,2.05306540315458
22:30:23.500,0.0,0.0,1.0,0.5017634344787415
22:32:22.500,0.0,0.0,1.0,0.47704510710756
09:00:02.500,0.0,0.0,1.0,4.831836440553561
09:00:03.000,0.0,0.0,2.0,4.877319738035538
09:00:03.000,0.0,0.0,2.0,4.877319738035538
09:00:03.000,0.0,0.0,2.0,4.877319738035538
09:00:03.000,0.0,0.0,2.0,4.877319738035538
09:05:46.000,0.0,0.0,1.0,1.4171232719676068
09:06:10.500,0.0,0.0,1.0,1.2975135258761823
09:06:45.500,0.0,0.0,1.0,1.1863117590428691
09:07:11.000,0.0,0.0,1.0,1.193219051080835
09:07:45.500,0.0,0.0,1.0,1.2151678171791034
09:07:47.000,7.0,4.0,1.0,1.2247469993249016
09:08:06.500,0.0,0.0,2.0,1.1593803748736546
09:08:22.000,6.0,8.0,1.0,1.1178259153241843
09:08:31.000,0.0,0.0,1.0,1.1128512108442132
09:08:45.500,4.0,0.0,1.0,1.1377014801507732
09:08:51.500,0.0,0.0,1.0,1.200757928018179
09:09:06.500,0.0,0.0,1.0,1.1715259081393743
09:09:21.500,0.0,0.0,1.0,1.1102555832109606
09:09:36.500,0.0,0.0,1.0,1.0809482536060409
09:09:46.000,2.0,0.0,1.0,1.021496392061345
09:10:09.500,0.0,0.0,1.0,0.9957403520395398
09:10:16.500,0.0,0.0,1.0,0.9984786465433516
09:10:42.000,0.0,0.0,1.0,0.8694137729386449
09:11:27.500,0.0,0.0,1.0,0.6612561768415034
09:12:41.500,0.0,0.0,1.0,0.5280744969289928
09:12:45.500,0.0,0.0,1.0,0.5210193489974656
09:13:45.000,0.0,0.0,1.0,0.5913960356375331
09:33:12.500,12.0,14.0,1.0,1.400816851597275
09:36:46.000,6.0,0.0,1.0,1.7787135272714552
09:38:13.000,0.0,0.0,1.0,1.549274409828723
09:38:45.500,0.0,0.0,1.0,1.6673571802975462
09:38:48.000,0.0,0.0,1.0,1.6882908702959245
09:38:53.500,0.0,0.0,1.0,1.6806242634827626
09:38:53.500,0.0,0.0,1.0,1.6806242634827626
09:39:08.000,0.0,0.0,1.0,1.7885536570332974
09:39:23.000,0.0,0.0,1.0,1.7560112680411553
09:39:43.000,0.0,0.0,1.0,1.772216926596044
09:39:45.000,0.0,0.0,1.0,1.789115529655766
09:39:56.000,0.0,0.0,1.0,1.853928694561095
09:39:58.500,-1.0,-1.0,-1.0,1.864175512712353
09:40:04.000,0.0,0.0,1.0,1.92054910016015
09:40:13.000,0.0,0.0,1.0,1.7917211435999365
09:40:25.000,0.0,0.0,1.0,1.8426468163918368
09:40:28.000,0.0,0.0,1.0,1.8361254394909607
09:40:38.500,0.0,0.0,1.0,1.822015459199597
09:40:53.000,0.0,0.0,1.0,1.7997548735545634
09:41:18.500,0.0,0.0,1.0,1.5919365682887812
09:41:38.500,0.0,0.0,1.0,1.508002750050869
09:41:53.500,0.0,0.0,1.0,1.4879000572354684
09:41:54.500,0.0,0.0,1.0,1.4567700132654269
09:42:07.500,0.0,0.0,1.0,1.28205976419288
09:42:15.500,0.0,0.0,1.0,1.24357155127792
09:42:18.500,0.0,0.0,1.0,1.2501122346967275
09:42:19.500,0.0,0.0,1.0,1.249612458855437
09:42:38.500,0.0,0.0,1.0,1.1908002411728962
09:43:03.500,0.0,0.0,1.0,1.011372114976823
09:43:33.500,0.0,0.0,1.0,0.950449398350197
09:43:41.000,0.0,0.0,1.0,0.9291453495143774
09:43:45.000,0.0,0.0,1.0,0.9296841972569232
09:43:59.000,0.0,0.0,1.0,0.9060970534293452
09:44:29.000,0.0,0.0,1.0,0.7786569540878491
09:44:45.000,0.0,0.0,1.0,0.7631236702429506
09:44:45.500,0.0,0.0,1.0,0.7641228854086294
09:44:59.000,0.0,0.0,1.0,0.765013382255445
09:45:24.000,0.0,0.0,1.0,0.8630684572684448
09:45:49.500,0.0,0.0,1.0,0.9820551278409606
09:46:14.500,0.0,0.0,2.0,1.0620011871139676
09:46:41.000,0.0,0.0,1.0,1.2046107589086543
09:46:44.500,0.0,0.0,1.0,1.205242734868585
09:47:09.500,0.0,0.0,1.0,1.2289196846551969
09:47:35.000,0.0,0.0,1.0,1.2222379950076911
09:57:50.500,0.0,0.0,1.0,0.5827959565399783
10:08:05.500,0.0,0.0,1.0,0.5188121800808604
10:37:44.500,2.0,0.0,1.0,2.2452219880616373
10:38:05.500,0.0,0.0,1.0,2.059720885275075
10:44:44.500,0.0,0.0,2.0,1.173799374364492
10:47:49.500,0.0,0.0,1.0,1.3726049800345663
10:49:14.500,0.0,0.0,1.0,1.315128955435049
10:49:18.500,0.0,0.0,1.0,1.316178927217145
10:51:19.000,0.0,0.0,1.0,1.0928130610509654
10:51:45.500,0.0,0.0,1.0,0.8452995089086679
10:51:46.000,0.0,0.0,1.0,0.8363561646631612
10:51:53.500,0.0,0.0,2.0,0.8113493810456592
10:51:53.500,0.0,0.0,2.0,0.8113493810456592
10:52:04.000,0.0,0.0,1.0,0.7392292088184363
10:52:04.000,0.0,0.0,1.0,0.7392292088184363
10:52:11.500,0.0,0.0,1.0,0.7140759600294836
10:52:56.500,0.0,0.0,1.0,0.6167310532039065
10:53:41.000,5.0,7.0,1.0,0.5494425061727465
10:54:26.500,0.0,0.0,1.0,0.6611582380230945
10:56:09.500,0.0,0.0,1.0,0.7159491907516747
10:56:39.000,0.0,0.0,1.0,0.6712938775108147
10:56:45.000,0.0,0.0,1.0,0.5808011844344708
10:56:46.000,0.0,0.0,1.0,0.5873843653450952
10:56:55.000,0.0,0.0,1.0,0.5869262449399074
10:56:57.000,0.0,0.0,1.0,0.5907107579636087
10:57:02.000,0.0,0.0,1.0,0.5318791809205103
10:57:12.000,0.0,0.0,1.0,0.5270395199320466
10:57:14.000,0.0,0.0,1.0,0.52823996028267
10:57:27.000,0.0,0.0,1.0,0.5352854103865196
10:57:52.000,0.0,0.0,1.0,0.5363982068322872
10:58:02.500,0.0,0.0,1.0,0.5143414794702494
10:58:12.000,0.0,0.0,1.0,0.5129895749999416
10:58:32.500,0.0,0.0,1.0,0.4778238234374777
10:58:52.500,0.0,0.0,1.0,0.4656866140156833
10:59:04.000,0.0,0.0,1.0,0.3998689690210255
10:59:12.500,0.0,0.0,1.0,0.3817188828736541
10:59:30.500,0.0,0.0,1.0,0.4295892359959533
10:59:32.000,0.0,0.0,1.0,0.430296063931801
10:59:52.500,0.0,0.0,1.0,0.4106919459902506
11:00:02.500,0.0,0.0,1.0,0.4573676060359786
11:01:58.500,0.0,0.0,1.0,0.5309657397414307
11:07:19.000,0.0,0.0,1.0,0.5095650961006143
11:16:08.000,0.0,0.0,1.0,1.5074752473424722
11:22:53.500,0.0,0.0,1.0,1.1278629191088667
11:22:56.000,0.0,0.0,1.0,1.1414229167454288
11:22:56.500,0.0,0.0,2.0,1.1436449267855682
11:23:41.500,0.0,0.0,1.0,1.1092194746807702
11:24:12.500,0.0,0.0,1.0,1.1369641419858838
11:24:47.000,0.0,0.0,1.0,1.2219797690322556
11:25:47.000,0.0,0.0,1.0,1.074315510832192
11:25:53.500,0.0,0.0,1.0,1.061870525247833
13:39:52.500,0.0,0.0,1.0,0.6642376948693103
13:39:52.500,0.0,0.0,1.0,0.6642376948693103
13:41:15.000,0.0,0.0,1.0,1.5110577307325608
13:45:44.500,0.0,0.0,1.0,0.5334925989695016
13:45:45.000,0.0,0.0,1.0,0.5348857277295389
13:47:44.500,0.0,0.0,1.0,0.5402359046560308
13:47:44.500,0.0,0.0,1.0,0.5402359046560308
13:47:44.500,0.0,0.0,1.0,0.5402359046560308
13:47:44.500,0.0,0.0,1.0,0.5402359046560308
13:47:44.500,0.0,0.0,1.0,0.5402359046560308
13:47:45.000,0.0,0.0,1.0,0.5418783642314026
13:47:46.000,0.0,0.0,1.0,0.5692026868233957
13:48:03.000,0.0,0.0,1.0,0.564927632274116
13:48:06.000,0.0,0.0,1.0,0.5783449740778834
13:48:51.500,0.0,0.0,1.0,0.6568577605589387
13:49:37.000,0.0,0.0,1.0,0.6039972760384095
13:50:22.000,7.0,8.0,1.0,0.6262671480986401
13:50:41.500,0.0,0.0,1.0,0.6455283349056229
13:53:45.000,0.0,0.0,1.0,1.122493989543035
13:53:45.000,0.0,0.0,1.0,1.122493989543035
13:53:45.000,0.0,0.0,1.0,1.122493989543035
13:53:45.000,0.0,0.0,1.0,1.122493989543035
13:53:45.000,0.0,0.0,1.0,1.122493989543035
13:53:45.000,0.0,0.0,1.0,1.122493989543035
13:53:45.000,0.0,0.0,1.0,1.122493989543035
13:54:43.500,0.0,0.0,1.0,1.0352322514658476
14:02:58.000,0.0,0.0,1.0,2.1071789375516565
14:05:53.000,0.0,0.0,1.0,0.976615822652846
14:05:53.000,0.0,0.0,1.0,0.976615822652846
14:06:26.000,0.0,0.0,1.0,1.0143369143128345
14:07:50.000,0.0,0.0,1.0,0.95590392401425
14:07:55.000,0.0,0.0,1.0,0.9562676435512034
14:07:55.000,0.0,0.0,1.0,0.9562676435512034
14:13:21.000,0.0,0.0,1.0,0.7975799648099193
14:30:50.500,0.0,0.0,1.0,4.480845515726066
14:32:48.500,0.0,0.0,1.0,5.949575891393108
14:33:22.500,0.0,0.0,1.0,5.445419792699509
14:33:39.000,0.0,0.0,1.0,4.031470615002875
14:34:50.000,0.0,0.0,1.0,3.63341132579072
14:36:12.500,0.0,0.0,1.0,2.7285592150292386
14:41:18.500,0.0,0.0,1.0,1.9892899067529608
21:06:17.500,0.0,0.0,1.0,0.6284571310774295
21:12:01.500,0.0,0.0,1.0,0.5055554076407005
21:29:19.000,0.0,0.0,1.0,0.3048442833864216
21:30:16.000,0.0,0.0,1.0,0.3572854600600796
22:16:33.500,0.0,0.0,1.0,0.4661143662241434
22:27:42.500,0.0,0.0,1.0,0.8524629529328872
22:32:23.500,0.0,0.0,1.0,2.074020969562956
22:55:49.000,0.0,0.0,1.0,0.5570161647214789
09:02:34.000,0.0,0.0,1.0,2.597596919803759
09:03:34.000,0.0,0.0,1.0,1.460449505638448
09:04:34.500,0.0,0.0,1.0,1.117225178295146
09:11:10.000,0.0,0.0,1.0,3.163870288734548
09:11:10.500,0.0,0.0,1.0,3.169007230133808
09:34:17.500,0.0,0.0,1.0,0.522609978722729
09:37:24.000,0.0,0.0,1.0,0.3629574931235677
09:37:25.500,0.0,0.0,1.0,0.362351229052591
09:47:36.500,0.0,0.0,1.0,1.0916583940350475
09:55:53.500,0.0,0.0,1.0,0.7359220150318588
09:57:42.500,0.0,0.0,1.0,0.6032164809524272
09:57:48.000,0.0,0.0,1.0,0.5933882948288937
11:12:14.000,0.0,0.0,1.0,0.7479546552918778
11:16:19.000,0.0,0.0,1.0,2.5005361518931126
13:40:32.000,0.0,0.0,1.0,0.6282074597021603
14:10:48.500,0.0,0.0,1.0,3.059867984316184
14:10:48.500,0.0,0.0,1.0,3.059867984316184
14:44:58.500,0.0,0.0,1.0,1.4456278459337872
14:45:20.000,0.0,0.0,1.0,1.7789353503639218
14:45:20.000,0.0,0.0,1.0,1.7789353503639218
14:46:37.500,0.0,0.0,1.0,2.045517139666266
14:51:25.000,4.0,0.0,1.0,1.0531449334119816
14:52:48.000,0.0,0.0,1.0,1.1539545269895557
14:53:35.000,0.0,0.0,1.0,1.1537989770868635
21:11:08.000,10.0,16.0,1.0,0.5425882664419905
21:28:39.500,0.0,0.0,1.0,1.2022427680393135
21:28:40.000,0.0,0.0,1.0,1.2091704882078806
21:31:59.500,-1.0,-1.0,-1.0,1.26343423249842
21:32:05.500,0.0,0.0,1.0,1.2407081442221417
21:32:48.000,0.0,0.0,1.0,1.045618286970332
21:34:45.000,0.0,0.0,1.0,0.8950571398595824
22:20:49.000,0.0,0.0,1.0,2.569857340698091
22:21:01.500,0.0,0.0,2.0,2.564556035153192
22:21:01.500,0.0,0.0,2.0,2.564556035153192
22:42:50.500,0.0,0.0,1.0,0.4650785377425561
22:51:31.500,0.0,0.0,1.0,1.2365761488296183
09:26:54.500,8.0,8.0,1.0,0.7070492591883759
09:55:18.000,0.0,0.0,1.0,0.7849861682873502
09:56:26.000,0.0,0.0,1.0,0.7248925636847071
10:46:42.000,0.0,0.0,1.0,0.9883912741633042
10:59:07.000,0.0,0.0,1.0,1.523291709267817
10:59:14.000,0.0,0.0,1.0,1.5592626961751228
11:06:34.000,0.0,0.0,1.0,1.179542850304552
11:06:52.000,0.0,0.0,1.0,0.9770989166070586
11:08:17.500,0.0,0.0,1.0,1.0172313344873989
11:16:54.500,0.0,0.0,1.0,3.576407804119455
13:32:52.000,0.0,0.0,1.0,2.915492011143139
13:32:52.000,0.0,0.0,1.0,2.915492011143139
13:32:52.000,0.0,0.0,1.0,2.915492011143139
13:32:52.000,0.0,0.0,1.0,2.915492011143139
13:32:52.000,0.0,0.0,1.0,2.915492011143139
13:32:52.000,0.0,0.0,1.0,2.915492011143139
13:32:52.000,0.0,0.0,1.0,2.915492011143139
13:32:52.000,0.0,0.0,1.0,2.915492011143139
13:32:52.500,0.0,0.0,1.0,2.9131449963280525
13:36:24.500,0.0,0.0,2.0,1.2206601436451787
13:39:45.000,0.0,0.0,1.0,0.9713774787906142
13:39:45.000,0.0,0.0,1.0,0.9713774787906142
13:39:45.500,0.0,0.0,1.0,0.9721034512836916
13:39:45.500,0.0,0.0,1.0,0.9721034512836916
13:39:45.500,0.0,0.0,1.0,0.9721034512836916
13:39:45.500,0.0,0.0,1.0,0.9721034512836916
